angle,distance,x,y,z
7.1246,221.0,219.2936099392401,27.41008281301643,60
7.9651,209.0,206.98370555017144,28.961105585248845,60
8.2782,207.0,204.84319296572116,29.803796664323247,60
8.5309,207.0,204.70975301963912,30.706953913378467,60
8.7946,207.0,204.56625869600455,31.648788335722134,60
9.0417,208.0,205.41543893617177,32.687879201010865,60
9.2944,208.0,205.26927337243202,33.593532251815496,60
9.5581,208.0,205.11248788563307,34.53791124787405,60
9.7614,209.0,205.97416999984708,35.435029178400505,60
10.058,208.0,204.8033449234717,36.3261601075241,60
10.2612,209.0,205.65723205445798,37.23040294838101,60
10.5304,209.0,205.4800384328099,38.19625381697749,60
10.7776,210.0,206.29569094808772,39.269426991631505,60
11.0303,210.0,206.1204893492806,40.17889832254105,60
11.2939,210.0,205.93345802648014,41.12676580106852,60
11.5466,210.0,205.75006828289318,42.034621463560114,60
11.7938,210.0,205.5667974429248,42.92192666993781,60
11.9971,211.0,206.39136391864807,43.85892041307191,60
12.2003,212.0,207.21193500907398,44.80194180831113,60
12.453,212.0,207.01232371449447,45.715400362737164,60
12.7002,212.0,206.8131606247608,46.60811723720338,60
12.9639,212.0,206.59646023933558,47.5594640064061,60
13.2166,212.0,206.38469306473553,48.47018123109207,60
13.4637,213.0,207.14625425332179,49.59263401774665,60
13.667,214.0,207.94066871444946,50.56360642386555,60
13.9362,214.0,207.70080504516858,51.540038645589604,60
14.1833,214.0,207.47659700931325,52.43530960559896,60
14.436,214.0,207.24331668552426,53.34986119179224,60
14.6997,214.0,206.99558342732723,54.30311631555242,60
14.9524,215.0,207.72021045981535,55.47354474458986,60
15.1996,215.0,207.47893984803184,56.36922493290806,60
15.4523,215.0,207.22830923257476,57.283748590751024,60
15.6555,216.0,207.98675072081403,58.28817654205668,60
15.9192,216.0,207.71628140230982,59.24480095667841,60
16.1719,217.0,208.4133963417685,60.43886353406157,60
16.4191,217.0,208.15069670572805,61.33748821821792,60
16.6718,217.0,207.87814736579932,62.254926293129714,60
16.875,218.0,208.61299318962153,63.28205964147279,60
17.1387,218.0,208.31953330605404,64.24151339397164,60
17.3859,219.0,208.99474212795414,65.43850367230255,60
17.6385,219.0,208.70421314516227,66.35926020879583,60
17.9022,219.0,208.39658973529816,67.31910120239145,60
18.089,220.0,209.1265791345909,68.30866635693958,60
18.3582,220.0,208.8033288253647,69.29047460832278,60
18.6053,220.0,208.50255831615482,70.1903353433965,60
18.858,220.0,208.1909606673823,71.10923917742669,60
19.1217,221.0,208.8063062246065,72.39424342332664,60
19.3744,221.0,208.48498543327003,73.3144654818487,60
19.5776,222.0,209.16585295839255,74.3884799964894,60
19.8248,222.0,208.84296152847293,75.29022127751239,60
20.0775,222.0,208.50886786513908,76.21057683548895,60
20.3412,223.0,209.09354587638035,77.51702440652659,60
20.5884,223.0,208.75715720065108,78.41842460482523,60
20.7916,224.0,209.4126110158096,79.51325894177155,60
21.0443,224.0,209.05988638856473,80.43608582719826,60
21.2915,224.0,208.71090390922214,81.33731363522801,60
21.5607,225.0,209.25647304271422,82.68451178862828,60
21.7474,226.0,209.91475900499202,83.73645533383964,60
22.0111,226.0,209.52714567595578,84.70168371931457,60
22.2638,226.0,209.1515367363363,85.62496528950517,60
22.511,227.0,209.70397233768705,86.909401020802,60
22.7802,227.0,209.2933217951684,87.8937167944563,60
22.9669,228.0,209.92653730204458,88.96543675143339,60
23.2306,228.0,209.51485789535027,89.93066396447422,60
23.4833,228.0,209.11618700967054,90.85384048314354,60
23.6865,230.0,210.6241731660851,92.39836404451651,60
23.9337,230.0,210.22356558962665,93.30622953899675,60
24.1864,230.0,209.81000010618976,94.23249893450058,60
24.4501,230.0,209.37408071728754,95.19713401038268,60
24.7028,231.0,209.86067154459658,96.53754989044909,60
24.95,231.0,209.44221280307528,97.44208277818844,60
25.1532,232.0,210.0004916811212,98.60929719700549,60
25.4059,232.0,209.5635395441813,99.53453116237782,60
25.6696,233.0,210.00452758773932,100.9311566992593,60
25.9167,234.0,210.4667197156811,102.27296755311701,60
26.1694,234.0,210.01360467258678,103.20022215298974,60
26.3727,235.0,210.54202627213874,104.38896097395566,60
27.1362,236.0,210.02225504033495,107.6413135732396,60
27.3395,237.0,210.52729580659866,108.84510884904712,60
27.6526,236.0,209.0435796976861,109.52982145140727,60
27.9053,236.0,208.55847263017444,110.45072880777559,60
28.2184,234.0,206.18948642638304,110.64310049535128,60
28.4656,233.0,204.83110085714722,111.05503195105199,60
28.7292,232.0,203.44110404892353,111.51554682354865,60
29.0424,231.0,201.9542214842364,112.14050305173414,60
29.295,230.0,200.5857544309859,112.54045992154208,60
29.6082,229.0,199.09814846923487,113.14118293584573,60
29.9213,227.0,196.74348182119707,113.2298651455185,60
30.1685,226.0,195.38857594214554,113.57510462817292,60
30.4816,224.0,193.04143200691394,113.62660572559588,60
30.7947,223.0,191.55861864000352,114.16783971300194,60
31.0419,222.0,190.2074749754073,114.4775806150698,60
31.355,221.0,188.72510121062083,114.99493977145656,60
31.6077,220.0,187.3644317162818,115.30208032656985,60
31.9208,219.0,185.88277478148032,115.79548367504435,60
32.1844,218.0,184.50173233301254,116.11679794981173,60
32.4811,217.0,183.05439432810405,116.53363770676253,60
32.7448,216.0,181.67503106581464,116.83399799388569,60
33.0579,215.0,180.19574780066165,117.27954840704471,60
33.3105,214.0,178.8412410005819,117.52365939406322,60
33.6237,212.0,176.53075973506952,117.39203919925387,60
33.8708,212.0,176.02284196416375,118.15227084935367,60
34.184,211.0,174.54711362117524,118.55085460053225,60
34.4366,211.0,174.02276365831065,119.31922614869639,60
34.7498,210.0,172.54627479625296,119.69871784583144,60
35.0574,208.0,170.2640188186527,119.47453241474304,60
35.3705,206.0,167.97774434114288,119.24545025308784,60
35.6396,205.0,166.60313763385025,119.45038522565068,60
35.9363,204.0,165.172675724709,119.72463069034762,60
36.2494,203.0,163.70951166989462,120.03414426239158,60
36.5131,203.0,163.15533060862862,120.78633239729194,60
36.8262,201.0,160.8919309615665,120.4773279561699,60
37.0734,200.0,159.57277734855052,120.56752767337451,60
37.3865,199.0,158.11698390060232,120.83054002269733,60
37.6996,198.0,156.6631048380423,121.08126024494693,60
37.9523,198.0,156.12756037969635,121.77103469168794,60
38.1995,197.0,154.81487108602744,121.82510287546121,60
38.5126,196.0,153.36436300295443,122.04659831678237,60
38.8257,195.0,151.91608060993408,122.25589741241934,60
39.0894,194.0,150.5756359486422,122.32325150461774,60
39.342,194.0,150.0348876292861,122.98590363967529,60
39.6991,192.0,147.72664102913052,122.64110049347411,60
39.9683,192.0,147.14879242613034,123.33382702053643,60
40.2155,191.0,145.85168502766675,123.3218795453195,60
40.5286,190.0,144.41552104049578,123.4672316147168,60
40.8417,189.0,142.98214660150452,123.60058961520316,60
41.0889,188.0,141.69385770676865,123.55909795791645,60
41.402,187.0,140.26645320147125,123.67021511374303,60
41.6547,187.0,139.71964980578565,124.2876480513998,60
41.9678,186.0,138.29486077175778,124.38059126777027,60
42.2314,185.0,136.98072655373318,124.34339770495005,60
42.5446,184.0,135.562224975719,124.41415980358727,60
42.8412,183.0,134.1831222427204,124.43427865823449,60
43.1049,183.0,133.60900264737785,125.05052743420548,60
43.418,182.0,132.19729799856077,125.09146414475977,60
43.6707,181.0,130.9209844044676,124.98278218444791,60
43.9178,181.0,130.3807542304604,125.54624218309475,60
44.231,180.0,128.9759940206851,125.5595196166989,60
44.5441,179.0,127.57522513471834,125.56098889315076,60
44.8077,179.0,126.99621010198784,126.14659178801367,60
45.1044,178.0,125.63545661650043,126.09413959722092,60
45.3735,177.0,124.33936686137511,125.97111513562295,60
45.6207,177.0,123.79471472060912,126.50639749531643,60
45.9338,176.0,122.40607060627502,126.46246035378093,60
46.1865,176.0,121.84712591100018,127.00109411823536,60
46.4996,175.0,120.4629369554472,126.93967394029319,60
46.8073,174.0,119.09503483386612,126.85571598442151,60
47.0599,174.0,118.53461023365364,127.37953594182942,60
47.373,173.0,117.15953957233197,127.28960007478686,60
47.6367,173.0,116.57245889697245,127.82746898344529,60
47.8894,172.0,115.33698678406189,127.59850892378459,60
48.1366,172.0,114.7853971369135,128.0949359034972,60
48.4497,171.0,113.42041855213462,127.97190572722825,60
48.7628,170.0,112.06023212388494,127.83780495745782,60
49.0265,170.0,111.47068238872848,128.35219892074784,60
49.2792,170.0,110.90350948629158,128.84258451158155,60
49.5923,169.0,109.54955832535538,128.685252732081,60
49.9054,168.0,108.20065783919647,128.51699359682024,60
50.1526,168.0,107.64517186409181,128.9826227611694,60
50.4657,167.0,106.30218630153779,128.79769092461692,60
50.7184,167.0,105.73309885541241,129.26527687833106,60
50.9821,167.0,105.13704631102519,129.75053561736593,60
51.2787,166.0,103.83843519395037,129.51285409746697,60
51.5424,166.0,103.2412632626822,129.98939018214352,60
51.8555,165.0,101.91173503383413,129.76516582809728,60
52.1082,165.0,101.3384233062916,130.2133785822135,60
52.3553,164.0,100.16514718100832,129.85739597807643,60
52.6685,163.0,98.84737981703609,129.60785278410643,60
52.9321,163.0,98.25005052319618,130.0612454660857,60
53.1848,163.0,97.6754685698946,130.4933057273496,60
53.4375,163.0,97.09898663226663,130.92282763134511,60
53.7451,162.0,95.80333550974062,130.63583315923725,60
54.0582,161.0,94.50106949977358,130.34779577499177,60
54.3109,161.0,93.92526019822415,130.76331862068923,60
54.5746,161.0,93.32243809998259,131.1942168964582,60
54.7778,162.0,93.43331959407287,132.341281502152,60
55.0745,161.0,92.17424406617663,132.00344211735126,60
55.3436,161.0,91.55325165939914,132.43489763121624,60
55.6512,160.0,90.27671191210864,132.09888450073353,60
55.9644,159.0,88.99355727532978,131.76170446485048,60
56.217,159.0,88.41179624095285,132.1527687392445,60
56.4642,159.0,87.84080810995194,132.53298619811824,60
56.7334,159.0,87.21714437649413,132.94423540270478,60
56.9806,159.0,86.64275262855946,133.31929124078874,60
57.2937,158.0,85.37258969246011,132.9493171445527,60
