x,y,z
298.4460576890156,-18.192049084277997,160
298.5722303393052,-15.988222859745777,160
297.6871362801864,-13.651699282570176,160
297.778688803575,-11.48270414247673,160
297.8553467235512,-9.283987731202364,160
297.91577014426593,-7.08476529949377,160
298.9598213957595,-4.9015498585229045,160
298.9878558966332,-2.6948147123836805,160
297.99955605059426,-0.5143866723682062,160
297.99523242089583,1.6856614180445129,160
298.9745816563331,3.898656617426242,160
298.93766204374236,6.105260995345336,160
298.88444213669624,8.312054417283948,160
298.8159399565842,10.489710570986546,160
298.73035439753824,12.695485871804905,160
298.6285126531947,14.90004800464549,160
299.5234197742653,16.903283903705557,160
299.3904656029495,19.114107513799468,160
299.24123047801834,21.323367041851558,160
299.07565195677176,23.531986882367516,160
298.893772423963,25.739324120345483,160
299.693943912141,28.00964088285495,160
299.4790432080658,30.22089805385464,160
299.2477706201432,32.43103111025224,160
299.9935437445065,34.754477576463174,160
299.7288517093831,36.96776234741109,160
300.44308332152417,39.28044913510661,160
300.1449007339202,41.497452493197386,160
300.85767498519664,43.596552644696445,160
301.5161943931722,45.967211343073714,160
301.1686163641354,48.19195490237193,160
301.7908679136435,50.57936381499636,160
302.3943223292916,52.97805038889703,160
304.0260680596488,55.219108469711514,160
304.5761615697437,57.73527347680414,160
305.1284974188974,60.14648836703536,160
305.7216257846762,62.275898448552496,160
305.25364402816973,64.53071212626939,160
305.7521690897274,66.9672389824067,160
307.1999148774361,69.66500053323779,160
306.6772288621306,71.93105933770457,160
307.1738808214557,74.16338005435094,160
306.6179854385929,76.42912406654168,160
307.01387598346963,78.93972354655628,160
307.38949813567615,81.45978416308962,160
307.7444460233823,83.99021336894886,160
308.1780537448573,86.1759084085095,160
307.5336007668359,88.44820178717265,160
307.8312111104562,90.99970036362622,160
308.0898894363782,93.61954938515916,160
308.34512673937144,96.18878737192273,160
308.6923926912471,98.412431605732,160
308.90791894694945,100.99949312677222,160
309.1022005000996,103.59454447989137,160
309.2747662165992,106.19848860350095,160
309.51938042433386,108.54378444543241,160
309.65098357327975,111.16325099645309,160
309.7605309121035,113.79109582498867,160
309.85927817675116,116.39685445828319,160
310.9844340911033,119.07007076942641,160
311.0281252607658,121.72717567073255,160
311.0494826825714,124.39139569481767,160
311.0605995242802,127.0326864377644,160
311.13675929867173,129.471684213655,160
311.10551027040117,132.12630880862943,160
304.31218443441384,137.65934187244727,160
295.47001631392925,144.7013111877235,160
291.59764251640013,145.76287208640514,160
287.6854876100521,146.85387369275125,160
284.81890040411827,148.05132208997316,160
280.9525001104814,148.9620511461558,160
277.03279934174054,149.92607541344816,160
273.30504735380623,150.49369119977672,160
271.13913339781783,152.3304642554481,160
267.4172376458421,152.81368070257074,160
261.66673121871185,152.7727782470241,160
257.9522062572569,153.16872816281267,160
254.084260676028,153.78617778173776,160
248.38996747899523,153.51359567081897,160
240.87708910231112,154.18893587283517,160
223.55075277794447,149.61972106782696,160
218.9751956169231,149.24765895829074,160
213.4723748683657,148.42353306689597,160
208.00443916515286,147.50984132453743,160
204.32013934606644,147.5034937132134,160
199.71815193334155,147.0260513933864,160
195.26947239709412,146.3073243202831,160
191.53054042173196,146.27731227281726,160
187.94889341277067,146.0110046021017,160
184.35684378915624,145.73110219888085,160
180.78306309545712,145.40111449993762,160
177.10303745931193,145.1740821313693,160
172.67536866024582,144.25053572880827,160
169.16617758835642,143.75953658851526,160
166.4756704712566,143.82576661066537,160
162.83795402796397,143.43221649262304,160
160.17375111009764,143.42025468991642,160
156.74002018467044,142.74650984353033,160
153.93950414029604,142.83777184288394,160
151.27436732859124,142.7587678194739,160
148.66269740684913,142.60225243564568,160
146.00902619416377,142.46881858790013,160
143.38221971234816,142.2868197352092,160
140.8098859639964,142.0301940250957,160
138.08823125856176,141.90010707494895,160
135.5034425486855,141.6150311847407,160
132.1266765935639,140.68241301719192,160
129.57822169798055,140.32278667981547,160
127.75803901896049,140.63386315546398,160
124.40806709543072,139.61243799024072,160
121.94789966422773,139.11761127723352,160
120.11703901366664,139.383990969513,160
117.5239988769614,138.9680167807254,160
115.06882526944845,138.41663719043726,160
113.30408428870271,138.575555144111,160
110.0937626152727,137.31483325996498,160
108.35199471165349,137.42214247349594,160
105.80636161584931,136.87225373177768,160
104.18725483563455,136.85399493553172,160
101.72659310607584,136.20462640832318,160
99.96914796278688,136.26140119488875,160
97.54248900881679,135.55243575076346,160
96.53932891399843,136.2686976999297,160
94.12682437461183,135.51804652204436,160
91.85310086074446,134.65514421018568,160
90.1960008227068,134.56850090415023,160
87.80420221464018,133.75508242100776,160
86.81433895355019,134.39966723194703,160
85.18052691166952,134.2582505287863,160
84.18702042487472,134.8834518834009,160
83.1889253546083,135.50130146365905,160
81.52677208633666,135.34173574024578,160
79.87326949160244,135.16382955776982,160
78.87345897164724,135.74968681307476,160
77.2693199076206,135.51919495412372,160
75.63524923602873,135.29341843934543,160
74.63436057126088,135.84812189397033,160
73.0114774287282,135.5924930210899,160
72.00845229719462,136.1278178689523,160
70.43640731215054,135.8223564990566,160
69.43175534974911,136.33866417510694,160
67.8327511565199,136.02469581122998,160
66.82667634427563,136.52177602411064,160
65.24043224246428,136.17887501670893,160
64.233528332894,136.65670066962434,160
62.69980170384801,136.26714521959482,160
61.69207685104343,136.72632392412572,160
59.97593073275952,136.3960693449017,160
58.967328306758816,136.8351350800039,160
57.96868828192592,137.26117870276687,160
56.45357814452033,136.8100636454809,160
55.442015325153854,137.2231137115224,160
54.44064181305494,137.6234591884053,160
52.90469005652546,137.14989526070727,160
51.90391742575113,137.5317539910722,160
50.88715058944486,137.91119571988042,160
49.383563754436935,137.39455458973424,160
48.3678785023011,137.75539310381512,160
47.349798021350054,138.10864066863215,160
46.328896328130476,138.4544450894132,160
45.31879242926751,138.78835344780543,160
44.29292798666751,139.11914508926472,160
43.264649373851675,139.44235409142257,160
42.23425656037485,139.75788912541728,160
40.77245172959649,139.1495856262523,160
39.74404432531921,139.44680326442432,160
38.713470686104934,139.73642040440313,160
37.69422761292731,140.01480351971657,160
36.65976132522581,140.2892080652588,160
35.62305253845544,140.55603198668652,160
34.58440212993315,140.8151949518058,160
33.544112918685364,141.06662428972518,160
32.515314305982784,141.3073046080179,160
31.471202188438355,141.54350367577607,160
30.425374744262076,141.7719879654342,160
29.378136799951807,141.99269374923244,160
27.984785413298212,141.25456376829618,160
26.94118613169738,141.45731684793557,160
25.89611843037148,141.65235984705717,160
24.863254787898313,141.83729608728464,160
23.774787386322036,142.02379900824786,160
23.034368318638595,143.1587156835423,160
21.990604309907102,143.32275926064602,160
21.18719682439062,144.4545004169982,160
20.134039879449663,144.60504983620984,160
18.769971236466755,143.7799992341849,160
17.722044517824774,143.91292206785405,160
16.659099122596214,144.0398362135403,160
15.828196547099251,145.13947841323667,160
14.75624749593501,145.2523774670787,160
13.683494160772815,145.3573595919797,160
12.609995011650014,145.4544190659265,160
11.508120016294818,145.5457425474567,160
10.43328938090516,145.6267368057607,160
9.576881629693798,146.68770684093073,160
8.46549789212221,146.7560402349371,160
7.205874490823532,145.82206750976513,160
6.1011156935970305,145.8724661726583,160
5.024020317068174,145.91353336772326,160
4.128844855967435,146.94200434237771,160
3.1924482728591634,147.9655644872317,160
2.0999794982673343,147.98510089230894,160
0.845628302536533,146.99756771040106,160
-0.2396301095101719,146.99980468494036,160
-1.2060301091851509,147.99508603793484,160
-2.2985969630646954,147.98214909914435,160
-3.3768352666983565,147.96147128080872,160
-4.468836603306595,147.93251670749385,160
-5.560852609061479,147.89549323174217,160
-6.695143107238024,147.84848683288445,160
-7.772290735448267,147.79577631557564,160
-8.862949359317023,147.7343837048579,160
-9.953382863600922,147.6649253193546,160
-11.043273862307784,147.58741850985155,160
-12.132305511975545,147.501888675922,160
-13.249233601477442,147.40575907668426,160
-14.277651983161478,148.31435754453352,160
-15.3719610165996,148.20493518943337,160
-16.494121502324973,148.0842461434252,160
-17.586929960366323,147.9584397544431,160
-18.678521846500495,147.8246015439575,160
-19.76935390269428,147.68267551161858,160
-20.844946218693266,147.53470173874274,160
-21.975762347071015,147.370505425153,160
-23.06315210143882,147.20424931076514,160
-24.027402576661654,148.063107914899,160
-25.119849678620746,147.88168633107853,160
-26.196750077541424,147.6947198967344,160
-27.286418370486327,147.49729276332766,160
-28.416758192234244,147.2836985339657,160
-29.50333154738976,147.06989300194923,160
-30.574200290179423,146.8510070670814,160
-31.71269972496249,147.63232937319103,160
-32.83005413320054,147.38788127119244,160
-33.91701955275609,147.14155016397632,160
-35.0023935777087,146.88714186010694,160
-36.085859809704324,146.62472752504732,160
-37.16735919480303,146.35432146159707,160
-38.37307240103724,147.07653556738666,160
-39.457845006525154,146.78923144236788,160
-40.67977105207607,147.4929022941466,160
-41.767554695174496,147.1885572141585,160
-42.9628235679392,147.8857524951952,160
-44.09593898820651,147.55184907261707,160
-45.184064717745805,147.22228192628504,160
-46.399851911741855,147.8920340740786,160
-47.53291439894384,147.53176623609804,160
-48.62054132576318,147.17691042140325,160
-49.856474351766046,147.81857787575854,160
-50.98887168911888,147.43179766885626,160
-52.23923172724479,148.05425582720417,160
