#RPLIDAR SCAN DATA
#COUNT=756
#Angule	Distance	Quality
223.7915 230.0 188
224.2969 228.0 188
224.8407 225.0 188
225.3406 222.0 188
225.7800 222.0 188
226.2799 221.0 188
226.7798 219.0 188
227.3236 215.0 188
227.8235 213.0 188
228.3234 211.0 188
228.8123 209.0 188
229.3121 207.0 188
229.8120 205.0 188
230.3723 203.0 188
230.8557 201.0 188
231.3556 199.0 188
231.8555 197.0 188
232.4048 195.0 188
232.9047 193.0 188
233.4045 191.0 188
233.9044 190.0 188
234.4043 188.0 188
234.9481 186.0 188
235.4974 183.0 188
235.9973 181.0 188
236.4972 180.0 188
237.0465 178.0 188
237.4969 177.0 188
237.9968 176.0 188
238.4802 175.0 188
238.9801 174.0 188
239.4800 173.0 188
239.9194 172.0 188
240.4193 171.0 188
240.9192 170.0 188
241.4191 169.0 188
241.9189 168.0 188
242.4023 167.0 188
242.9022 166.0 188
243.4021 165.0 188
243.8416 164.0 188
244.3414 163.0 188
244.7809 163.0 188
245.2808 162.0 188
245.7806 161.0 188
246.2146 161.0 188
246.7145 160.0 188
247.2144 159.0 188
247.6538 159.0 188
248.1537 158.0 188
248.5931 158.0 188
249.0436 158.0 188
249.5270 157.0 188
249.9829 157.0 188
250.4169 157.0 188
250.9167 156.0 188
251.3562 156.0 188
251.7957 156.0 188
252.2955 155.0 188
252.7295 155.0 188
253.1854 155.0 188
253.6249 155.0 188
254.0588 155.0 188
254.4983 155.0 188
254.9982 154.0 188
255.4321 154.0 188
255.8881 154.0 188
256.3715 153.0 188
256.8274 153.0 188
257.2009 154.0 188
257.7008 153.0 188
258.1403 153.0 188
258.5907 153.0 188
259.0741 152.0 188
259.5300 152.0 188
259.9640 152.0 188
260.4034 152.0 188
260.8429 152.0 188
261.2933 152.0 188
261.7328 152.0 188
262.1667 152.0 188
262.6062 152.0 188
263.0621 152.0 188
263.4961 152.0 188
263.9355 152.0 188
264.4354 151.0 188
264.8749 151.0 188
265.2649 152.0 188
265.7648 151.0 188
266.1987 151.0 188
266.5887 152.0 188
267.0776 151.0 188
267.4677 152.0 188
267.9016 152.0 188
268.3575 152.0 188
268.7915 152.0 188
269.2310 152.0 188
269.6210 153.0 188
270.0604 153.0 188
270.4999 153.0 188
270.9338 153.0 188
271.3239 154.0 188
271.7633 154.0 188
272.2028 154.0 188
272.6532 154.0 188
273.0927 154.0 188
273.5266 154.0 188
273.9661 154.0 188
274.3561 155.0 188
274.7955 155.0 188
275.2460 155.0 188
275.6854 155.0 188
276.1249 155.0 188
276.5588 155.0 188
276.9983 155.0 188
277.4487 155.0 188
277.8278 156.0 188
278.2782 156.0 188
278.7177 156.0 188
279.1516 156.0 188
279.5911 156.0 188
280.0415 156.0 188
280.4205 157.0 188
280.8545 157.0 188
281.3104 157.0 188
281.7499 157.0 188
282.1838 157.0 188
282.6233 157.0 188
283.0133 158.0 188
283.4528 158.0 188
283.9032 158.0 188
284.3427 158.0 188
284.7162 159.0 188
285.1666 159.0 188
285.6061 159.0 188
286.0455 159.0 188
286.4355 160.0 188
286.8750 160.0 188
287.3090 160.0 188
287.6990 161.0 188
288.1384 161.0 188
288.5284 162.0 188
288.9679 162.0 188
289.4019 162.0 188
289.7919 163.0 188
290.2313 163.0 188
290.6213 164.0 188
291.0608 164.0 188
291.4948 165.0 188
291.9342 165.0 188
292.3242 166.0 188
292.7637 166.0 188
293.1537 167.0 188
293.5931 167.0 188
293.9832 168.0 188
294.4171 168.0 188
294.8071 169.0 188
295.1862 170.0 188
295.5762 171.0 188
296.0156 171.0 188
296.4056 172.0 188
296.8396 173.0 188
297.2296 174.0 188
297.6086 175.0 188
298.0591 175.0 188
298.4326 176.0 188
298.8281 177.0 188
